X1,X2,TrueCluster
0.0908962328023462,-0.027947291919754823,0
1.2568726510452508,5.701879379192063,2
-0.11804954572484302,1.064307376543478,0
1.6282389835665954,5.488303054806731,2
4.995142871407612,3.949103100402642,1
-0.3045194370773813,0.23299230450632524,0
4.943093028017586,4.151686672773547,1
1.115513756208956,4.544972034148262,2
1.7489127941089537,6.274481487764723,2
1.6771143372873147,5.511056027981231,2
3.718427306707568,2.722218489583559,1
0.10880012642985226,-0.31561576690313226,0
1.1399801309560098,6.740182397017917,2
2.1856691029161284,4.948714153935676,2
0.18485923108737462,-0.136726058478718,0
4.345785338339971,4.2721545301220925,1
-0.34494740622282144,1.0221914256875555,0
0.08014243455854123,-0.34454929332945106,0
-0.05215749798383013,0.19365144035591267,0
-0.09101354240466236,-0.5230679417906804,0
0.3270699962844651,-0.2006212819638451,0
4.117427759489666,3.192144592295614,1
5.026914676356304,2.1081982868895874,1
5.129595726229495,2.8106502010380954,1
1.9579755861437413,4.489759566895298,2
0.2254740333377449,-0.5278791467140895,0
1.130274661330028,6.54585534401331,2
-0.28861368597385845,0.18154710314734812,0
0.271898647934157,0.6172741627875977,0
4.488010848021555,3.2382096365254207,1
1.8560611040675643,5.269572854719717,2
-0.3767247242374132,0.11225316050890241,0
5.493051888053623,1.9804238117187458,1
0.7178521061393875,6.259889130814163,2
0.5309764034641685,6.095726422545351,2
4.875091929004584,1.7448797768809328,1
1.5272133217135357,5.5392045119675535,2
-0.37370771487424215,0.2933359677180368,0
5.4316215454436865,3.0183571410611196,1
3.77314781357889,3.9898457574783532,1
5.121442471222007,3.101003290717078,1
7.687019629051107,3.083953177754548,1
5.263418233525146,3.968054892937245,1
1.3794106123673273,5.747488218551532,2
4.9988770915961815,1.9030692695355151,1
5.2326691604636535,3.620371523127355,1
-0.23194005248201058,-0.14006573518474624,0
0.050126795111953684,-0.3223635640795221,0
-0.017985064721131164,0.354819640140319,0
4.986085483724009,1.3451989294716025,1
1.1569489096911045,6.336926415390505,2
-0.31358745221071777,-0.04214000188739284,0
0.9769829383173801,5.704300345043727,2
0.44442552112544337,5.145929040884703,2
6.774703606411023,3.64627069259697,1
1.2114570219587275,5.532719235299342,2
0.46063433181476154,0.48842913949774064,0
3.3282223120655416,3.540024594450454,1
1.639557077966013,4.922053496999814,2
0.059603898828122066,0.22042270492161098,0
5.187706736435668,2.5280299318672186,1
0.7069825991921828,5.808591226820601,2
0.42485848307804436,-0.3880450615553102,0
1.5878919510529743,5.7537886202416155,2
0.4662888069639426,-0.16986968536442978,0
5.8793560631268456,2.2723679876314207,1
1.4048819539243653,5.569992908506005,2
2.1397906762398122,5.422471570251271,2
1.1345643924151603,5.551736583654453,2
0.7466798672085343,-0.08257636610973454,0
1.7573257955349206,6.36697248185272,2
4.791623428752146,4.100925209408913,1
4.110468661853023,1.946876884947384,1
5.19912427218127,3.4269062611393046,1
0.1348419610880482,0.11832776672175759,0
0.18201215856373065,-0.10375865438162447,0
4.611675244129884,1.526184873273202,1
0.24175451285863994,-0.2419129861612998,0
5.401361984240203,3.8076129652568005,1
1.9826466515108132,5.647418210187415,2
1.89545142669235,4.833332599105707,2
0.31248247774729004,0.1891375066111027,0
1.434934014734074,5.563474108081498,2
